building_name,address,square_feet,building_age,building_type,energy_consumption_kbtu
ROBERT EAGLE STAFF MIDDLE SCHOOL (SPS-DISTRICT),1330 N 90TH ST,162182,8,School,5378374.0
VALDOK I,1701 NW 56TH ST,137444,8,Other,2630044.0
AMAZON- UNICORN,234 9TH AVE N,254218,8,Office,7183788.0
188 East Blaine,188 E BLAINE ST,310584,7,Other,30484710.0
CREW APARTMENTS,8228 GREEN LAKE DR N,52428,8,Other,1321370.0
BROADSTONE LEXINGTON APTS,1050 JAMES ST,79181,8,Other,2153862.0
UPTON FLATS AT HIGH POINT,3490 SW GRAHAM ST,147082,8,Other,2822702.0
KIARA,970 DENNY WAY,664970,8,Other,10409740.0
EVEN HOTELS & STAYBRIDGE SUITES,527 FAIRVIEW AVE N,170885,8,Hotel,7088680.0
Aegis Living in Ravenna,8511 15TH AVE NE,71461,8,Other,2456050.0
AEGIS WEST SEATTLE,4700 SW ADMIRAL WAY,78232,8,Other,5304018.0
THAI BINH,901 S JACKSON ST,212082,8,Other,4867068.0
15TH & MARKET BUILDING (Includes Target Store),1448 NW MARKET ST,279102,7,Office,6929496.0
UW Waterfront Activities Center,3701 Walla Walla Rd NE,20904,121,Other,37898.0
BROADWAY ESTATES LLC,515 HARVARD AVE E,82960,12,Other,2176616.0
NORTHGATE 3 LLC,10711 8TH AVE NE,141793,8,Other,1969697.0
MOUNT BAKER STATION - NORTH BLDG,2615 25TH AVE S,130842,8,Other,1758377.0
MOUNT BAKER STATION - SOUTH BLDG,2715 25TH AVE S,203262,6,Other,3322769.0
Block 25W - Google,630 BOREN AVE N,292926,7,Other,10752053.0
Block 25E - Google,609 FAIRVIEW AVE N,335067,7,Office,6849430.0
Block 31 - Google,1021 VALLEY ST,614956,7,Office,18915736.0
Emerson (prev Modera First Hill),125 BOREN AVE S,393343,8,Other,6464018.0
SEATTLE ACADEMY CAMPUS,1201 E UNION ST,164074,8,School,12336708.0
HUXLEY APTS,4754 FAUNTLEROY WAY SW,139356,7,Other,3302961.0
AVALON BELLTOWN TOWERS,210 WALL ST,397034,9,Other,8171562.0
AMAZON REINVENT TOWERS (EAST + WEST),2100 7TH AVE,1599394,7,Office,37744840.0
YESLER TERRACE - RED CEDAR,808 FIR ST,175415,8,Other,4769312.0
Broadstone Lexington South,1001 JAMES ST,390855,9,Other,10444536.0
JUNE ON SOUTH LAKE,1622 AURORA AVE N,42000,8,Other,1283861.0
ADELL APTS,4532 42ND AVE SW,85803,8,Other,1423537.0
LUCILLE APARTMENTS,6717 ROOSEVELT WAY NE,86890,8,Other,1774959.0
ASCENT SLU AND MARLOWE,1146 HARRISON ST,651374,8,Other,4097834.0
MOXY HOTEL,1016 REPUBLICAN ST,56540,9,Hotel,3418190.0
WATERSHED OFFICE BUILDING,900 N 34TH ST,70913,7,Office,1788175.0
HOLGATE 12,1808 12TH AVE S,23280,10,Other,71218.0
LUNA APTS & ADMIRAL PCC,2745 CALIFORNIA AVE SW,169400,8,Other,7506244.0
OLD SPAGHETTI FACTORY BUILDING,2815 ELLIOTT AVE,46620,11,Other,2923504.0
Sundodger Apartments,4218 ROOSEVELT WAY NE,95776,8,Other,2464886.0
MYSA APARTMENTS,3025 NE 130TH ST,100435,8,Other,3410800.0
ORION,910 JOHN ST,156327,9,Other,3078151.0
Tellus on Dexter,403 DEXTER AVE N,99552,7,Other,2684112.0
CUBIX NORTH PARK APARTMENTS,1008 N 109TH ST,41132,9,Other,1860178.0
Arbora Court,4750 15TH AVE NE,135492,9,Other,4283472.0
BALLARD BLOCK II- WEST MARINE,1400 NW 45TH ST,25000,8,Retail,1109680.0
Bell Jackson Street,1801 S JACKSON ST,187832,9,Other,4461188.0
SIMPLY SELF STORAGE,1602 15TH AVE W,270000,8,Warehouse,2252043.0
VIDA Apartments,1205 NE 66TH ST,187299,8,Other,2930956.0
LIBERTY BANK BUILDING,2320 E UNION ST,101046,7,Other,3195081.0
KING COUNTY-FMD YOUTH SVCS (Children and Family Justice Center),1211 E ALDER ST,237533,7,Other,12717142.0
PUBLIC STORAGE,9701 AURORA AVE N,213065,7,Warehouse,1088752.0
ALEXAN 100,100 DENNY WAY,182411,8,Other,3825716.0
Seattle Pacific University: Student Union Building,315 W BERTONA ST,20289,66,Other,2621923.0
VIEWS AT MADISON VISTA BLDGS I & II,1615 19TH AVE,183379,24,Other,3940407.0
ALMQUIST PLACE,501 RAINIER AVE S,62548,6,Other,2971616.0
VALDOK II,1706 NW 56TH ST,189044,8,Other,3510337.0
CENTERLINE APARTMENTS (EAST & WEST),1420 NE 65TH ST,278200,7,Other,4200432.0
MAGNOLIA ELEMENTARY (SPS-DISTRICT),2418 28TH AVE W,78880,7,School,2113435.0
HARBOR AVENUE CAMPUS,1307 HARBOR AVE SW,66473,8,Office,910214.0
AMAZON NITRO,2200 7TH AVE,1323773,7,Office,34095340.0
RAINIER COURT IV WEST,3616 34TH AVE S,67772,8,Other,1400508.0
THE M (HIGHRISE STUDENT APTS),4700 BROOKLYN AVE NE,194719,7,Other,8430745.0
HOBSON PLACE CAMPUS,1911 22ND AVE S,160028,7,Other,2844240.0
U PLACE APARTMENTS,4609 UNION BAY PL NE,185296,7,Other,3907682.0
GARDNER HOUSE,2870 S HANFORD ST,40000,7,Other,2913601.0
JUNCTION LANDING,4417 42ND AVE SW,47000,7,Other,1210657.0
ROBINS NEST,3272 FUHRMAN AVE E,49761,7,Other,2100076.0
ALLOY APARTMENTS,802 5TH AVE N,38400,7,Other,1190452.0
SUMMIT PUBLIC SCHOOL (SIERRA),1025 S KING ST,28095,32,School,692164.0
KING COUNTY- SALMONBERRY LOFTS,224 S WASHINGTON ST,34292,6,Other,596516.0
IRON FLATS - NORTH & WEST BUILDINGS,802 NE 66TH ST,249530,8,Other,4425745.0
KING COUNTY- QUEEN ANNE HOUSING,505 1ST AVE N,33744,96,Other,2616171.0
IVY APARTMENTS,3008 16TH AVE W,83429,7,Other,1194449.0
16TH & CHERRY LLC,701 16TH AVE,55728,7,Other,331720.0
BOYLSTON APARTMENTS (LIHI),420 BOYLSTON AVE E,27148,6,Other,25186.0
CLAY APARTMENTS (LIHI),602 E HOWELL ST,36122,6,Other,1074543.0
WEBSTER SCHOOL - NEW & REMODELED (SPS-DISTRICT),3015 NW 68TH ST,51687,119,School,1933947.0
Jackson St. Apartments,2524 S JACKSON ST,50427,7,Other,2331962.0
MAYFLOWER PARK HOTEL,405 OLIVE WAY,88434,99,Hotel,4824773.0
PARAMOUNT HOTEL,724 PINE ST,103566,30,Hotel,3601694.0
WESTIN HOTEL (Parent Building),1900 5TH AVE,956110,57,Hotel,36772776.0
HOTEL MAX,620 STEWART ST,61320,100,Hotel,2982710.0
WARWICK SEATTLE HOTEL,401 LENORA ST,175580,46,Hotel,8364978.0
WEST PRECINCT (SEATTLE POLICE),810 VIRGINIA ST,97288,27,Other,10564125.0
CAMLIN WORLDMARK HOTEL,1619 9TH AVE,83008,100,Hotel,4438085.0
PARAMOUNT THEATRE,901 PINE ST,102761,100,Other,5191280.0
COURTYARD BY MARRIOTT - PIONEER SQ,612 2ND AVE,163984,122,Hotel,10073317.0
LYON BUILDING,607 3RD AVE,63712,116,Other,4133819.0
HOTEL MONACO,1101 4TH AVE,153163,57,Hotel,13215270.0
W SEATTLE HOTEL,1112 4TH AVE,333176,28,Hotel,15218298.0
EXECUTIVE HOTEL PACIFIC,400 SPRING ST,65009,98,Hotel,4033868.0
CROWNE PLAZA,1113 6TH AVE,353111,46,Hotel,11866220.0
HOTEL VINTAGE PARK,1100 5TH AVE,67390,104,Hotel,5279502.0
CENTRAL - SEATTLE PUBLIC LIBRARY,1000 4TH AVE,412000,22,Other,14789810.0
DOWNTOWN SEATTLE YMCA,909 4TH AVE,103911,96,Other,8190442.0
RENAISSANCE MADISON HOTEL,515 MADISON ST,460902,43,Hotel,18317354.0
RAINIER CLUB (HISTORICAL LANDMARK),810 4TH AVE,57452,119,Other,5495576.0
KING COUNTY COURTHOUSE,516 3RD AVE,540360,110,Other,49447092.0
KING COUNTY CORRECTIONAL FACILITY,500 5TH AVE,385274,41,Other,48006552.0
GRAHAM HILL ELEMENTARY SCHOOL (SPS-DISTRICT),5101 S GRAHAM ST,56228,65,School,1239939.0
WATERTOWN HOTEL,4242 ROOSEVELT WAY NE,88592,25,Hotel,2639236.0
CORNISH (Main Campus Center),1000 LENORA ST,126593,98,Other,8967604.0
SPRINGHILL SUITES SEATTLE DOWNTOWN,1800 YALE AVE,171866,25,Hotel,7650890.0
MEANY MIDDLE SCHOOL (SPS-DISTRICT),300 20TH AVE E,126351,71,School,4359248.0
HOTEL FIVE,2200 5TH AVE,68410,48,Hotel,2476286.0
JANE ADDAMS MIDDLE (SPS-DISTRICT),11031 34TH AVE NE,160645,77,School,5559460.0
JOHN HAY ELEMENTARY SCHOOL (SPS-DISTRICT),201 GARFIELD ST,51582,37,School,1193924.0
GOOD SHEPHERD CENTER,4649 SUNNYSIDE AVE N,87262,120,Office,3986917.0
SILVER CLOUD INN UNIVERSITY,5036 25TH AVE NE,81871,32,Hotel,4784965.0
2746 NE 45TH ST - PUBLIC STORAGE,2746 NE 45TH ST,26225,71,Warehouse,322116.0
LAWTON ELEMENTARY SCHOOL (SPS-DISTRICT),4017 26TH AVE W,54986,36,School,1625697.0
ECKSTEIN MIDDLE (SPS-DISTRICT),3003 NE 75TH ST,175565,76,School,6284415.0
EL CENTRO DE LA RAZA,2524 16TH AVE S,52554,126,Office,2924790.0
BLANCHET HIGH SCHOOL,8200 WALLINGFORD AVE N,175015,72,School,6664367.0
VINE ST MINI STORAGE,11 VINE ST,70586,115,Warehouse,1808823.0
Coast Seattle Downtown Hotel by APA,1301 6TH AVE,126240,57,Other,9917025.0
5TH & PINE,1513 5TH AVE,88717,53,Office,6804418.0
CENTURY SQUARE RETAIL,1525 4TH AVE,57428,106,Other,938320.0
GIBRALTAR TOWER,1518 3RD AVE,59400,116,Office,1904342.0
MANN BUILDING/WILD GINGER/TRIPLE DOOR,1401 3RD AVE,64597,100,Other,21904492.0
HOTEL THEODORE (ROOSEVELT),1531 7TH AVE,98634,96,Hotel,4236608.0
SHERATON GRAND SEATTLE - (Parent Building),1400 6TH AVE,1083197,44,Hotel,50137040.0
INN AT THE MARKET,86 PINE ST,71150,41,Hotel,2806938.0
MOORE HOTEL & THEATRE,1926 2ND AVE,122810,118,Hotel,3509984.0
HOLIDAY INN - SEATTLE,211 DEXTER AVE N,150453,26,Hotel,5710698.0
FAIRFIELD INN,226 7TH AVE N,116300,29,Hotel,1943357.0
HOMEWOOD SUITES HOTEL - SEATTLE,206 WESTERN AVE W,155602,28,Hotel,8579944.0
SEATTLE HEBREW ACADEMY,1617 INTERLAKEN DR E,56072,115,School,3179927.0
FOUR POINTS SHERATON SEATTLE CENTER,601 ROY ST,122942,27,Hotel,1747924.0
WA DEPT OF SOCIAL & HEALTH SERVICES (DSHS),1700 E CHERRY ST,54984,64,Office,2567317.0
PROVIDENCE MT ST VINCENT,4831 35TH AVE SW,371257,104,Other,41861036.0
THE BROADVIEW CENTER,13023 GREENWOOD AVE N,93397,56,Other,13239139.0
SCCA - ALLIANCE HOUSE,207 PONTIUS AVE N,84103,18,Hotel,2600290.0
ARBOR HEIGHTS ELEMENTARY SCHOOL (SPS-DISTRICT),3701 SW 104TH ST,78972,10,School,2216724.0
POLYCLINIC MEDICAL OFFICE (NORTH & SOUTH),1200 HARVARD AVE,329489,61,Office,17867710.0
SORRENTO HOTEL,900 MADISON ST,76631,118,Hotel,3662811.0
BLOODWORKS NW CENTRAL SEATTLE,921 TERRY AVE,121099,43,Office,13774797.0
MARRIOTT RESIDENCE INN,800 FAIRVIEW AVE N,282863,36,Hotel,14988940.0
BAGLEY WRIGHT THEATER (Rep) - SEATTLE CENTER,305 HARRISON ST,65127,64,Other,4075428.0
ARMORY - SEATTLE CENTER,305 HARRISON ST,396085,88,Other,8107932.0
EXHIBITION HALL - SEATTLE CENTER,301 MERCER ST,52000,64,Other,5297496.0
MCCAW HALL - SEATTLE CENTER,225 MERCER ST,262048,98,Other,13878707.0
KCTS 9,401 MERCER ST,66240,40,Other,3417493.0
BILL & MELINDA GATES FOUNDATION,500 5TH AVE N,920598,16,Office,37423532.0
SCRIPPS BUILDING - 221 FIRST AVENUE WEST,221 1ST AVE W,76213,56,Office,2844186.0
THE MEDITERRANEAN INN,425 QUEEN ANNE AVE N,127200,24,Hotel,3445236.0
UNIVERSITY INN,4140 ROOSEVELT WAY NE,71403,64,Hotel,3116731.0
PATHFINDER/COOPER SCHOOL (SPS-DISTRICT),1901 SW GENESEE ST,75364,27,School,2099048.0
ST JOSEPH K-8 SCHOOL,700 18TH AVE E,67743,103,School,1718670.0
HOLY NAMES ACADEMY,728 21ST AVE E,168239,118,School,6473608.0
THE 2100 BUILDING,2100 24TH AVE S,99433,23,Office,4421422.0
MUIR ELEMENTARY SCHOOL(SPS-DISTRICT),3301 S HORTON ST,60725,35,School,1879626.0
ORCA AT WHITWORTH ELEMENTARY SCHOOL (SPS-DISTRICT),5215 46TH AVE S,59955,37,School,1414591.0
MCCLURE MIDDLE (SPS-DISTRICT),1915 1ST AVE W,93218,62,School,2695586.0
CENTURYLINK: LAKEVIEW MAIN,1208 NE 64TH ST,56521,85,Other,4606176.0
ROOSEVELT SQUARE,6417 ROOSEVELT WAY NE,228385,97,Retail,13552214.0
KING COUNTY- MARY PILGRIM HOUSING,14115 AURORA AVE N,51390,25,Hotel,2547662.0
BROADVIEW THOMSON K-8 (SPS-DISTRICT),13052 GREENWOOD AVE N,131013,63,School,4858658.0
INGRAHAM HIGH (SPS-DISTRICT),1819 N 135TH ST,245587,67,School,11372792.0
KING COUNTY- NORTHGATE HOUSING,13300 STONE AVE N,69138,24,Hotel,2567118.0
B F DAY ELEMENTARY (SPS-DISTRICT),3921 LINDEN AVE N,66588,35,School,1806970.0
HUGHES ELEMENTARY SCHOOL (SPS-DISTRICT),7740 34TH AVE SW,44324,100,School,1426613.0
SEATTLE PACIFIC UNIVERSITY - Royal Brougham Pavilion,3414 3RD AVE W,82746,99,Other,6320574.0
ALEXIS HOTEL,1007 1ST AVE,182237,122,Hotel,3177040.0
BENAROYA HALL,1301 3RD AVE,174000,28,Other,10396470.0
FIRE STATION 10/FAC/EOC,400 S WASHINGTON ST,61156,20,Other,8155646.0
WING LUKE MUSEUM/KONG YICK BLDG.,719 S KING ST,72820,116,Other,1279413.0
HAMPTON INN & SUITES,700 5TH AVE N,162222,30,Hotel,3380638.0
FRANKLIN HIGH SCHOOL (SPS-DISTRICT),3013 S MOUNT BAKER BLVD,289588,36,School,6137994.0
SOUTH SEATTLE COLLEGE - CAMPUS MASTER ID,6000 16TH AVE SW,529343,56,Other,30058892.0
SEATTLE CHILDREN'S HOSPITAL (ADMIN BLDG),6901 SAND POINT WAY NE,96300,24,Office,10691085.0
CSC Vehicle Maintenance (E),805 S DEARBORN ST,67356,76,Other,5835390.0
GARFIELD HIGH (SPS-DISTRICT),400 23RD AVE,254523,18,School,10092129.0
EMERSON ELEMENTARY SCHOOL (SPS-DISTRICT),9709 60TH AVE S,78804,25,School,3491598.0
MADRONA SCHOOL (SPS-DISTRICT),1121 33RD AVE,66994,24,School,2072023.0
VAN ASSELT ELEMENTARY @ AAA  (SPS-DISTRICT),8311 BEACON AVE S,103166,26,School,3001202.0
UNION GOSPEL MISSION ASSN - ADMIN BUILDING,3800 S OTHELLO ST,54765,68,Other,3362690.0
UNION GOSPEL MISSION ASSN / HOPE PLACE,3802 S OTHELLO ST,89821,17,Other,1953348.0
SEATTLE PACIFIC UNIVERSITY - Otto Miller Hall,3469 3RD AVE W,53016,46,Other,3556779.0
"EMERSON HALL, SEATTLE PACIFIC UNIVERSITY",362 W EMERSON ST,135520,25,Other,3747341.0
NATHAN HALE HIGH (SPS-DISTRICT),10750 30TH AVE NE,236758,15,School,6093524.0
GREENWOOD ELEMENTARY (SPS-DISTRICT),144 NW 80TH ST,62526,24,School,2031961.0
WEBSTER ST BUILDING (CEDAR GROVE),7343 E MARGINAL WAY S,64015,19,Other,2363931.0
Verity Credit Union,11027 MERIDIAN AVE N,55442,30,Other,2907654.0
BALLARD HIGH (SPS-DISTRICT),1418 NW 65TH ST,242795,27,School,7118199.0
NORTH SEATTLE COLLEGE - CAMPUS,9600 COLLEGE WAY N,694072,56,Other,33662488.0
AKI KUROSE MIDDLE (SPS-DISTRICT),3928 S GRAHAM ST,173185,74,School,7263140.0
BOREN STEM K-8 (SPS-DISTRICT),5950 DELRIDGE WAY SW,145341,63,School,4307719.0
RAINIER BOTTLING PLANT,5628 AIRPORT WAY S,92051,122,Other,1728793.0
RAINIER BEACH HIGH SCHOOL (SPS-DISTRICT)- INACTIVE (See  OSE ID 52044),8815 SEWARD PARK AVE S,184125,66,School,4226866.0
WHITMAN MIDDLE (SPS-DISTRICT),9201 15TH AVE NW,160270,67,School,5888132.0
WESTWOOD VILLAGE - BLDG A,2600 SW BARTON ST,64984,60,Retail,2226022.0
WESTWOOD VILLAGE - BLDG B,2600 SW BARTON ST,67745,61,Retail,7780576.0
DENNY/ SEALTH CAMPUS (SPS-DISTRICT),2500 SW THISTLE ST,367884,16,School,10677347.0
ROXHILL ELEMENTARY SCHOOL(SPS-DISTRICT),9450 30TH AVE SW,46797,68,School,1640893.0
WASHINGTON MIDDLE (SPS-DISTRICT),2101 S JACKSON ST,136188,63,School,4045462.0
MARTIN LUTHER KING JR (BRIGHTON) ELEMENTARY SCHOOL (SPS-DISTRICT),6725 45TH AVE S,67371,22,School,1897944.0
U-HAUL RENTALS & MINI-STORAGE,6343 35TH AVE SW,52088,57,Warehouse,1746453.0
HAMILTON MIDDLE (SPS-DISTRICT),1610 N 41ST ST,127776,16,School,3949860.0
SILVER CLOUD INN LAKE UNION,1150 FAIRVIEW AVE N,123920,28,Hotel,5409348.0
ARMORY BUILDING (MOHAI),860 TERRY AVE N,52690,126,Other,7347664.0
SEATTLE CITY LIGHT ROY STREET WAREHOUSE,802 ROY ST,50292,100,Other,147558.0
COURTYARD BY MARRIOTT - SEATTLE,925 WESTLAKE AVE N,207656,28,Hotel,4258868.0
WHITTIER ELEMENTARY (SPS-DISTRICT),7501 13TH AVE NW,67235,27,School,2407518.0
SEATTLE CITY LIGHT NORTH SERVICE CENTER (NSC),9700 STONE AVE N,91130,69,Office,8401389.0
GATEWOOD ELEMENTARY SCHOOL (SPS-DISTRICT),4320 SW MYRTLE ST,58118,35,School,1283770.0
HOTEL NEXUS - NORTHGATE,2140 N NORTHGATE WAY,64892,58,Hotel,4225569.0
OLYMPIC VIEW (SPS-DISTRICT),504 NE 95TH ST,52792,37,School,1180316.0
CENTURYLINK FIELD-STADIUM,800 OCCIDENTAL AVE S,1913640,27,Other,48798904.0
CITY LIGHT - SOUTH SERVICE CENTER BLDG A,400 S SPOKANE ST,179161,102,Other,8574884.0
CITY LIGHT - SOUTH SERVICE CENTER BLDG B,3613 4TH AVE S,58640,61,Other,3102648.0
T-MOBILE PARK (SAFECO FIELD),1250 1ST AVE S,1172127,27,Other,48491096.0
SILVER CLOUD INN SEATTLE,1046 1ST AVE S,168449,21,Hotel,9879737.0
PORT OF SEATTLE- TERMINAL 30 (CAMPUS),1901 E MARGINAL WAY S,68640,23,Other,11383983.0
Harbor Island Studios - KING COUNTY,3235 16TH AVE SW,79600,110,Other,2458849.0
LINCOLN HIGH (SPS-DISTRICT),4400 INTERLAKE AVE N,241066,29,School,4921026.0
BOEING SOUTH PARK CAMPUS REPORT,1420 S TRENTON ST,334368,46,Other,48219840.0
THORNTON CINEMA BUILDING & PARKING GARAGE (CHILD PROPERTY FOR #52046),301 NE 103RD ST,423569,18,Other,5481554.0
TRIBECA CONDOS & STORE,516 1ST AVE W,82061,24,Retail,7739457.0
2024 THIRD AVE/YWCA,2024 3RD AVE,116947,23,Other,8898784.0
WEST SEATTLE FOOD BANK,3419 SW MORGAN ST,52134,19,Other,1776523.0
GRAND HYATT SEATTLE,721 PINE ST,838117,27,Hotel,41990472.0
HIGHLAND PARK SCHOOL (SPS-DISTRICT),1012 SW TRENTON ST,71714,27,School,2321481.0
PUBLIC STORAGE (STORE 27020),3616 STONE WAY N,75397,35,Warehouse,699947.0
ID VILLAGE SQUARE 1,802 S DEARBORN ST,102796,27,Other,9057049.0
WEST SEATTLE HIGH SCHOOL (SPS-DISTRICT),3000 CALIFORNIA AVE SW,208981,24,School,8483206.0
THE WINTONIA,1431 MINOR AVE,51976,117,Other,3852386.0
UNIVERSITY HEIGHTS CENTER,5031 UNIVERSITY WAY NE,55653,98,Other,1611960.0
HOTEL DECA,4507 BROOKLYN AVE NE,106860,95,Hotel,6784003.0
LAKE CITY CENTER,12360 LAKE CITY WAY NE,50759,54,Office,2578840.0
UNIVERSITY PRESBYTERIAN CHURCH,4550 15TH AVE NE,87250,74,Other,4420616.0
ROOSEVELT HIGH (SPS-DISTRICT),1410 NE 66TH ST,269297,20,School,8263048.0
BRYANT ELEMENTARY (SPS-DISTRICT),3311 NE 60TH ST,75174,25,School,2421218.0
FRANTZ H COE ELEMENTARY SCHOOL (SPS-DISTRICT),2424 7TH AVE W,75214,23,School,2655788.0
MADISON MIDDLE (SPS-DISTRICT),3429 45TH AVE SW,166017,21,School,2682331.0
THURGOOD MARSHALL (SPS-DISTRICT),2401 S IRVING ST,64414,35,School,1998788.0
"MARSHALL, JOHN (SPS-DISTRICT)",520 NE RAVENNA BLVD,92437,99,School,5833348.0
ACT THEATRE,700 UNION ST,128766,112,Other,3114298.0
YWCA Women's Residence,1118 5TH AVE,107572,113,Other,5160610.0
Youngstown Cultural Arts Center/Cooper School Artist Lofts,4408 DELRIDGE WAY SW,56617,109,Other,1891248.0
MCDERMONTT PLACE (Lake City Court),12730 33RD AVE NE,56745,17,Other,2631585.0
OTHELLO BUILDING,3815 S OTHELLO ST,67920,23,Other,2463946.0
CLEVELAND HIGH SCHOOL (SPS-DISTRICT),5511 15TH AVE S,204961,19,School,7182440.0
ELLIOTT PARK BUILDING,201 ELLIOTT AVE W,190000,99,Other,23957550.0
EDGEWATER INN,2411 ALASKAN WAY,122309,65,Hotel,15070269.0
PORT OF SEATTLE  BELL HARBOR COMPLEX  & CONFERENCE - CAMPUS,2201 ALASKAN WAY,217088,31,Other,29096858.0
SEATTLE WATERFRONT MARRIOTT,2100 ALASKAN WAY,293030,23,Hotel,16485019.0
SEATTLE AQUARIUM,1421 ALASKAN WAY,53365,46,Other,14581484.0
PIER 54,1003 ALASKAN WAY,62900,126,Other,6422708.0
DAILY JOURNAL BUILDING,83 COLUMBIA ST,46620,112,Office,1250738.0
BMW SEATTLE - SERVICE CENTER,900 MAYNARD AVE S,203504,18,Other,3456914.0
KIRO-TV,2807 3RD AVE,100734,58,Office,9075041.0
GRANGE OFFICE PLAZA,200 CEDAR ST,77662,45,Office,4146751.0
FOURTH & BATTERY BUILDING,2401 4TH AVE,234000,48,Office,13722842.0
WESTLAKE MALL RETAIL PORTION,400 PINE ST,111077,37,Other,14419027.0
WESTLAKE TOWER,1601 5TH AVE,516342,37,Office,17375758.0
NORDSTROM DOWNTOWN,500 PINE ST,693450,101,Retail,30721540.0
CENTURYLINK: SEATTLE BELL PLAZA,1600 7TH AVE,791396,50,Office,29196504.0
1700 SEVENTH BUILDING,1700 7TH AVE,747747,26,Office,24562918.0
TOWER BLDG,1809 7TH AVE,204790,96,Office,6172385.0
TIMES SQUARE BUILDING (THE VANCE CORPORATION),414 OLIVE WAY,73399,110,Office,2771554.0
PLAZA 600 BUILDING,600 STEWART ST,265851,57,Office,17293324.0
WEST 8TH,2001 8TH AVE,758043,17,Office,19281054.0
DENNY BUILDING,2200 6TH AVE,190642,58,Office,9411605.0
1918 EIGHTH AVE,1918 8TH AVE,824887,17,Office,35580592.0
1800 9TH AVENUE BUILDING,1800 9TH AVE,480840,36,Office,14687678.0
BRODERICK BUILDING,615 2ND AVE,89550,126,Office,2837278.0
DEXTER HORTON BUILDING,710 2ND AVE,388934,104,Office,13098397.0
EXCHANGE BUILDING,821 2ND AVE,384302,97,Office,11968669.0
NORTON BUILDING,801 2ND AVE,378525,68,Office,17498088.0
999 THIRD AVE,999 3RD AVE,1323055,43,Office,32985782.0
1000 2ND AVENUE BUILDING,1000 2ND AVE,589921,40,Office,17323962.0
1101 SECOND AVE OFFICE BUILDING,1101 2ND AVE,147672,58,Office,3987396.0
2ND & SENECA BLDS,1191 2ND AVE,635303,35,Office,16298062.0
SECOND AND SPRING BUILDING,1100 2ND AVE,172842,68,Office,19446564.0
1111 3RD AVE BUILDING,1111 3RD AVE,776762,46,Office,25990210.0
ABRAHAM LINCOLN BUILDING,1110 3RD AVE,186768,54,Office,10560183.0
SAFECO PLAZA / 1001 FOURTH AVENUE,1001 4TH AVE,1123435,57,Office,40891260.0
FOURTH & MADISON ( IDX TOWER),925 4TH AVE,1052469,24,Office,36103780.0
901 FIFTH AVENUE,901 5TH AVE,711611,53,Office,36327076.0
CENTRAL BUILDING,810 3RD AVE,201480,119,Office,7385890.0
SEATTLE MUNICIPAL TOWER,700 5TH AVE,1354987,36,Office,43933288.0
SEATTLE JUSTICE CENTER,610 5TH AVE,310490,25,Other,17923578.0
CITY HALL,600 4TH AVE,199530,23,Office,14827344.0
CHINOOK BLDG - KING COUNTY,401 5TH AVE,372242,20,Office,15835512.0
YESLER BUILDING - KING COUNTY,400 YESLER WAY,114395,117,Office,3471824.0
UNIVERSITY BOOK STORE,4326 UNIVERSITY WAY NE,89200,48,Retail,5416331.0
UW TOWER BLDG COMPLEX,4333 BROOKLYN AVE NE,474546,55,Office,27573478.0
UW TOWER DATA CENTER,4310 12TH AVE NE,36000,57,Other,32791080.0
UNIVERSITY DISTRICT BUILDING,1107 NE 45TH ST,99005,65,Office,4083496.0
4311 ROOSEVELT,4311 11TH AVE NE,135051,24,Office,3661444.0
4300 ROOSEVELT,4300 ROOSEVELT WAY NE,220649,24,Office,5086339.0
SEATTLE VAULT SELF STORAGE,1800 TERRY AVE,93660,62,Warehouse,560003.0
METROPOLITAN PARK I  (WEST) OFFICE BLDG,1100 OLIVE WAY,413715,46,Office,18122776.0
METROPOLITAN PARK NORTH BUILDING,1220 HOWELL ST,380312,26,Other,8710763.0
METROPOLITAN PARK EAST,1730 MINOR AVE,497513,38,Office,17450842.0
FOURTH & BLANCHARD BUILDING,2101 4TH AVE,543876,47,Office,17750074.0
3005 1ST AVE BUILDING,3005 1ST AVE,109347,46,Other,7039610.0
THIRD AND BROAD BLDG,2901 3RD AVE,396626,44,Office,9799866.0
5TH & BELL BUILDING,2301 5TH AVE,287471,24,Office,9489345.0
SIXTH & WALL BUILDING (521 WALL ST),521 WALL ST,192630,79,Other,5188903.0
3101 WESTERN (FORMERLY AIRBORNE BLDG),3101 WESTERN AVE,253103,42,Office,39108200.0
QFC HOLMAN ROAD,9999 HOLMAN RD NW,60880,70,Retail,11209391.0
COLLINS BUILDING,520 2ND AVE,50176,126,Office,2550854.0
SMITH TOWER,506 2ND AVE,304346,114,Office,15575277.0
SKINNER BLDG,1326 5TH AVE,226061,99,Office,7367962.0
IBM BUILDING,1200 5TH AVE,336330,62,Office,16368784.0
PUGET SOUND PLAZA,1325 4TH AVE,552176,66,Office,27187932.0
RAINIER TOWER,1301 5TH AVE,476871,50,Office,37315664.0
FAIRMONT OLYMPIC HOTEL,411 UNIVERSITY ST,544174,103,Hotel,30967550.0
LOWES & AMAZON W,2700 RAINIER AVE S,291940,46,Retail,9491581.0
THAW BUILDING,8300 MILITARY RD S,91360,56,Other,4859593.0
SOUND TRANSIT,920 N 137TH ST,52311,66,Other,421305.0
500 YALE AVENUE NORTH,500 YALE AVE N,141131,17,Office,2673896.0
